question,Group,document
Lãnh đạo Mỹ công bố báo cáo về khủng bố vào thời điểm nào?,General,1ae654e7
Bé gái Quàng Thị Thông bị mẹ bỏ rơi từ khi nào?,General,7eaacb17
Thời gian bé gái Quàng Thị Thông bị mẹ bỏ rơi kéo dài bao lâu?,General,7eaacb17
Sự việc bé gái Quàng Thị Thông bị bỏ rơi diễn ra vào khoảng thời gian nào?,General,7eaacb17
Làm thế nào để biết được thời gian bé gái Quàng Thị Thông bị bỏ rơi?,General,7eaacb17
Đại khái bé gái Quàng Thị Thông bị bỏ rơi trong một thời gian bao lâu?,General,7eaacb17
"Trong thư từ biệt, Giám đốc FBI James Comey mong muốn điều gì từ đồng nghiệp?",General,8d86cd1d
James Comey hy vọng đồng nghiệp FBI sẽ hành động theo giá trị nào?,General,8d86cd1d
Sứ mệnh của FBI theo như thư từ biệt của James Comey là gì?,General,8d86cd1d
"Theo ông James Comey, nhân viên FBI cần tuân thủ điều gì?",General,8d86cd1d
Nội dung chính của thư từ biệt của Giám đốc FBI James Comey là gì? ,General,8d86cd1d
Vụ nổ súng ở Ấn Độ diễn ra tại khu vực nào?,General,6c51444d
Ngày nào vụ nổ súng xảy ra?,General,6c51444d
 bao nhiêu binh sĩ Ấn Độ đã bị thương trong vụ nổ súng?,General,6c51444d
Vụ nổ súng ở Ấn Độ liên quan đến đơn vị quân đội nào?,General,6c51444d
Vụ nổ súng ở Ấn Độ thuộc bang nào?,General,6c51444d
Khánh Ngân có vai trò gì trong cuộc thi Mrs World Peace 2017?,General,fbd64af3
Ai là Đại sứ Hòa bình thế giới của cuộc thi Mrs World Peace 2017?,General,fbd64af3
Khánh Ngân đại diện cho cuộc thi nào?,General,fbd64af3
Đại sứ Hòa bình thế giới của Mrs World Peace 2017 là ai?,General,fbd64af3
Cuộc thi Mrs World Peace 2017 có Đại sứ Hòa bình thế giới không?,General,fbd64af3
Lí do vì sao Jiyeon và fan T-ara lại có thái độ không tốt với công ty MBK?,General,9580dd4a
MBK đã làm gì khiến Jiyeon và người hâm mộ của T-ara có ấn tượng xấu về công ty?,General,9580dd4a
Có chuyện gì xảy ra khiến Jiyeon đọc bình luận xúc phạm MBK?,General,9580dd4a
Nghi vấn T-ara muốn tổ chức event cho fan nhưng không được MBK ủng hộ là thật?,General,9580dd4a
Tai sao Jiyeon lại không ngại đọc những lời chửi MBK?,General,9580dd4a
Số bệnh nhân trong đoàn du khách Lào bị ngộ độc thực phẩm và nhập viện là bao nhiêu?,General,f34a03d3
Tổng số người lớn nhập viện điều trị ngộ độc thực phẩm trong đoàn du khách Lào là bao nhiêu?,General,f34a03d3
Có bao nhiêu trẻ em trong đoàn du khách Lào bị ngộ độc thực phẩm?,General,f34a03d3
Mức độ nghiêm trọng của ngộ độc thực phẩm ở đoàn du khách Lào như thế nào?,General,f34a03d3
Đoàn du khách Lào bị ngộ độc thực phẩm ở đâu?,General,f34a03d3
Hiện tại mại dâm ở các khu dân cư TP.HCM diễn ra như thế nào?,General,773dd8bb
Những hình thức nào được sử dụng để môi giới mại dâm?,General,773dd8bb
Môi trường hoạt động mại dâm thường có hình thức kinh doanh gì?,General,773dd8bb
"Bên cạnh việc bán dâm, những hoạt động khác thường xảy ra khi môi giới gái mại dâm?",General,773dd8bb
Bao nhiêu tiền mà những người bán dâm ở TP.HCM nhận được?,General,773dd8bb
Ca sĩ Hà Anh đã thực hiện MV Khi có em tại đâu?,General,cbca48b7
"Sau khi bài hát đạt triệu lượt nghe, Hà Anh đã làm gì?",General,cbca48b7
Hà Anh đã gặp khó khăn gì trong quá trình thực hiện MV?,General,cbca48b7
Hương Giang Idol đã tham gia múa trong MV Khi có em?,General,cbca48b7
Chi phí sản xuất MV Khi có em là bao nhiêu?,General,cbca48b7
Tàu sân bay Mỹ đã bắn cảnh cáo tàu Iran vào lúc mấy giờ ngày nào?,General,b48e1002
Mục đích các tàu Hải quân Mỹ tiếp cận dàn khoan dầu khí của Iran?,General,b48e1002
Tên tàu sân bay Mỹ đã tiến hành các cuộc bắn cảnh cáo?,General,b48e1002
Vị trí cụ thể nơi xảy ra sự việc?,General,b48e1002
Iran đã phản ứng như thế nào khi tàu sân bay Mỹ tiếp cận?,General,b48e1002
Doanh nghiệp Đông Bắc Bộ có khả năng gặp phải những cơn mưa to?,General,a923a455
Thời điểm nào trong ngày có mưa rào ở Đông Bắc Bộ?,General,a923a455
Mưa ở vùng núi và trung du Đông Bắc Bộ thường có cường độ như thế nào?,General,a923a455
"Ngoài mưa, các hiện tượng thời tiết khác thường xuất hiện ở Đông Bắc Bộ là gì?",General,a923a455
Có nguy hiểm gì tiềm ẩn trong những cơn dông ở Đông Bắc Bộ?,General,a923a455
"Chủ nhân của giải Jackpot Mega 6/45 kỳ QSMT thứ 113 là ai?, Hỏi số tiền Jackpot Mega 6/45 kỳ thứ 113 cộng thuế là bao nhiêu?, Ông Trần.M.Sơn đã nhận được bao nhiêu tiền sau thuế?, Kích thước thưởng của Jackpot Mega 6/45 kỳ QSMT thứ 113 là bao nhiêu?, Từ thuế, Jackpot Mega 6/45 kỳ thứ 113 trị giá bao nhiêu?",General,32a47ade
"Trong tập trận Vigilant Ace 18, Hàn Quốc đã huy động bao nhiêu máy bay F-22?",General,8f009b67
Máy bay nào trong số các máy bay Mỹ tham gia tập trận Vigilant Ace 18 là máy bay ném bom?,General,8f009b67
"Ngoài máy bay F-15C và F-16, những loại máy bay Mỹ khác tham gia tập trận bao gồm loại nào?",General,8f009b67
Máy bay cảnh báo sớm nào được điều động đến Hàn Quốc trong tập trận?,General,8f009b67
Thời gian máy bay Mỹ dự kiến ở Hàn Quốc trong tập trận là bao nhiêu?,General,8f009b67
Gareth Bale đã ghi bao nhiêu bàn trong trận đấu của Real Madrid chống Celta Vigo?,General,1e082aaa
Real Madrid đã giành được bao nhiêu điểm trong trận đấu với Celta Vigo?,General,1e082aaa
Mất bao lâu từ bàn thắng đầu tiên của Gareth Bale đến bàn thắng thứ hai?,General,1e082aaa
Ai kiến tạo bàn thắng thứ hai của Gareth Bale?,General,1e082aaa
Tên cầu thủ nào có đường chuyền tạo cơ hội cho bàn thắng đầu tiên của Gareth Bale?,General,1e082aaa
Antonio Conte đang đàm phán điều gì với Chelsea về Eden Hazard?,General,5c2c4ffe
Mức lương mới của Eden Hazard tại Chelsea là bao nhiêu?,General,5c2c4ffe
Chelsea có kế hoạch xây dựng lối đá như thế nào trong mùa tới?,General,5c2c4ffe
Người huấn luyện Antonio Conte đang cố gắng gia hạn hợp đồng với cầu thủ nào?,General,5c2c4ffe
Hai cầu thủ mà Antonio Conte muốn có mùa tới từ đội nào?,General,5c2c4ffe
"Để thành công, ngoài kiến thức học tập, cần phải có kỹ năng gì nữa?",General,52eab84a
Làm thế nào để xác định được nghề nghiệp phù hợp để nuôi sống bản thân?,General,52eab84a
Sự đóng góp cho xã hội có vai trò như thế nào trong định nghĩa người thành công?,General,52eab84a
"Ngoài học giỏi, yếu tố nào giúp một người tìm được chỗ đứng trong cuộc sống?",General,52eab84a
Thành công là gì theo quan điểm của bạn?,General,52eab84a
Tăng Thanh Hà sinh con được bao lâu rồi?,General,1611cc93
Tăng Thanh Hà hiện tại có vóc dáng như thế nào?,General,1611cc93
Vóc dáng của Tăng Thanh Hà sau khi sinh con có thay đổi không?,General,1611cc93
Tăng Thanh Hà đã làm gì để lấy lại vóc dáng?,General,1611cc93
Tăng Thanh Hà có vóc dáng như thời gian nào trước đây?,General,1611cc93
Phim Sự hoán đổi diệu kỳ sẽ lên sóng lúc mấy giờ?,General,967f9ae0
Ngày phát sóng tập 1 phim Sự hoán đổi diệu kỳ là ngày nào?,General,967f9ae0
Lịch chiếu tập 1 phim Sự hoán đổi diệu kỳ là khi nào?,General,967f9ae0
Vào ngày 31/07 sẽ có những phim nào được phát sóng?,General,967f9ae0
Khi nào tập tiếp theo của phim Sự hoán đổi diệu kỳ phát sóng? ,General,967f9ae0
Kết quả trận đấu giữa U20 futsal Việt Nam và Indonesia là bao nhiêu?,General,92ae6b37
Bàn thắng của U20 futsal Việt Nam xuất hiện ở hiệp nào?,General,92ae6b37
Indonesia có ghi bàn trong trận đấu này không?,General,92ae6b37
Trận đấu giữa U20 futsal Việt Nam và Indonesia diễn ra như thế nào?,General,92ae6b37
Kết thúc trận đấu U20 futsal Việt Nam và Indonesia với tỷ số gì? ,General,92ae6b37
Gia đình Otto Warmbier từ chối khám nghiệm tử thi toàn diện cho con trai họ là do nguyên nhân gì?,General,d53adb09
Lý do gia đình Otto Warmbier không cho phép khám nghiệm tử thi được công khai là gì?,General,d53adb09
Có thông tin gì về sự từ chối khám nghiệm tử thi toàn diện của gia đình Otto Warmbier?,General,d53adb09
"Theo gia đình Otto Warmbier, lý do họ không chấp nhận khám nghiệm tử thi là gì?",General,d53adb09
Tại sao gia đình Otto Warmbier lại quyết định không tiến hành khám nghiệm tử thi toàn diện?,General,d53adb09
Những triệu chứng thường gặp khi bị ngộ độc do cá nóc là gì?,General,da22e087
"Ngoài hạt trám, còn có những biện pháp nào khác để giải độc cá nóc?",General,da22e087
Cách sử dụng rễ cỏ tranh tươi để giải độc ngộ độc cá nóc như thế nào?,General,da22e087
"Nếu không có hạt trám, có thể thay thế bằng vị thuốc gì để giải độc?",General,da22e087
Họp có thể dễ dàng tìm mua các loại thuốc giải độc cá nóc này ở đâu?,General,da22e087
Ai ghi bàn thắng cuối cùng khi U21 Đức thắng U21 Tây Ban Nha ở chung kết U21 châu Âu?,General,3f3d9465
"Trận chung kết U21 châu Âu, cầu thủ nào của U21 Đức ghi bàn cuối cùng?",General,3f3d9465
Mitchell Weiser là cầu thủ của đội bóng nào?,General,3f3d9465
Cầu thủ ghi bàn cuối cùng cho U21 Đức trong trận chung kết U21 châu Âu là ai?,General,3f3d9465
Người ghi bàn quyết định giúp U21 Đức giành chiến thắng U21 Tây Ban Nha ở UEFA U21 European Championship là ai?,General,3f3d9465
Gia tài văn học của tác giả Woo Bo Hyun gồm những tác phẩm nào?,General,ab29bc97
Các công ty sách nào đã hợp tác với tác giả Woo Bo Hyun?,General,ab29bc97
"Ngoài tác phẩm viết, Woo Bo Hyun còn hoạt động làm bình luận cho những kênh truyền thông nào?",General,ab29bc97
Woo Bo Hyun hiện đang thu hút sự quan tâm từ thị trường sách nước nào?,General,ab29bc97
Tây Ban Nha là quốc gia đầu tiên ký kết hợp đồng xuất bản sách với tác giả Woo Bo Hyun?,General,ab29bc97
Câu nói của Minh Tú khiến Lan Khuê phẫn nộ trong The Face Việt mùa thứ hai là gì?,General,e53995ba
Minh Tú đã chỉ trích Lan Khuê như thế nào trong cuộc đối đầu tại The Face Việt?,General,e53995ba
Nội dung lời nói mỉa mai của Minh Tú dành cho Lan Khuê là gì?,General,e53995ba
"Ngoài câu nói gây tranh cãi, Minh Tú còn khuyên Lan Khuê điều gì?",General,e53995ba
Việc Minh Tú và Lan Khuê tranh luận trong show thực tế The Face Việt mùa thứ hai gây ra những ồn ào gì?,General,e53995ba
Tại sao Trung tâm Văn hóa – Thể thao huyện Đầm Dơi lại phải đóng cửa?,General,701387e8
Những hư hỏng nghiêm trọng nào đã xảy ra tại Trung tâm Văn hóa – Thể thao huyện Đầm Dơi?,General,701387e8
Vị trí nào tại Trung tâm Văn hóa – Thể thao huyện Đầm Dơi bị ảnh hưởng bởi sự xuống cấp?,General,701387e8
Ai là người đứng đầu Trung tâm Văn hóa – Thể thao huyện Đầm Dơi?,General,701387e8
Khi nào Trung tâm Văn hóa – Thể thao huyện Đầm Dơi bị xác nhận nguy cơ sập?,General,701387e8
Dự báo điểm số của VN-Index trong tuần tới là bao nhiêu?,General,2ef608fa
Thị trường chứng khoán có khả năng vượt ngưỡng kháng cự nào trong tuần tới?,General,2ef608fa
Có ý kiến nào khác về xu hướng thị trường chứng khoán trong tuần tới không?,General,2ef608fa
Những phiên tăng giá đầu tuần có ý nghĩa gì đối với thị trường chứng khoán?,General,2ef608fa
VN-Index cần kiểm định lại ngưỡng bao nhiêu điểm trước khi hướng tới mục tiêu kế tiếp?,General,2ef608fa
Nguyễn Thị Phượng Anh đã lừa đảo bao nhiêu tiền?,General,bf122620
Công việc gì Nguyễn Thị Phượng Anh sử dụng số tiền lừa đảo?,General,bf122620
Mục đích sử dụng tiền lừa đảo của Nguyễn Thị Phượng Anh là gì?,General,bf122620
"Ngoài mua đất và xe ôtô, Nguyễn Thị Phượng Anh còn mua gì bằng tiền lừa đảo?",General,bf122620
Có phải số tiền lừa đảo của Nguyễn Thị Phượng Anh vượt quá 50 tỷ đồng không?,General,bf122620
Việt Nam nằm ở bảng đấu nào tại VCK Futsal châu Á 2018?,General,c366f41b
Các đội bóng nào cùng thi đấu với Việt Nam tại VCK Futsal châu Á 2018?,General,c366f41b
Bahrain là đối thủ của đội tuyển futsal Việt Nam tại giải nào?,General,c366f41b
Đội tuyển futsal Việt Nam đã gặp Malaysia ở giải đấu nào?,General,c366f41b
Tất cả các đội bóng nào góp mặt cùng Việt Nam tại VCK Futsal châu Á 2018?,General,c366f41b
Liân quân do Hoa Kỳ lãnh đạo có bao giờ đưa ra số liệu sai lệch về thương vong dân sự?,General,08c90e9a
Sự thật về thương vong dân thường trong các cuộc không kích chống IS do liên quân do Hoa Kỳ lãnh đạo như thế nào?,General,08c90e9a
Tỷ lệ dân thường bị bom Mỹ giết hại cao hơn con số công bố của liên quân do Hoa Kỳ lãnh đạo bao nhiêu lần?,General,08c90e9a
Phương pháp tính toán thương vong dân sự trong các cuộc không kích chống IS của liên quân Hoa Kỳ có thể gặp vấn đề gì?,General,08c90e9a
Liên quân Hoa Kỳ có sử dụng tiêu chí nào để xác định người bị tấn công là 'khủng bố'?,General,08c90e9a
Kết quả của hiệp 1 trận đấu giữa U20 Anh và U20 Guinea là gì?,General,7cdb7da5
Hiệp 1 trận đấu U20 Anh gặp U20 Guinea kết thúc với tỷ số bao nhiêu?,General,7cdb7da5
U20 Anh và U20 Guinea hòa hay thua sau hiệp 1?,General,7cdb7da5
Tỷ số trận đấu giữa U20 Anh và U20 Guinea sau hiệp 1 là?,General,7cdb7da5
"Sau 45 phút đầu tiên, U20 Anh và U20 Guinea có thế nào?",General,7cdb7da5
Bão số 10 đổ bộ vào khu vực nào vào ngày 15/9?,General,d9cc21cf
